start,end,sequence,rank
dwarf,sward,dwarf swarf swart swarm sward,0.00021023125437981782
drool,grill,drool droll troll trill grill,0.00021023125437981782
wails,fairs,wails bails vails fails fairs,0.00021023125437981782
cares,mires,cares tares bares mares mires,0.00021023125437981782
limbs,limes,limbs limos limns limps limes,0.00021023125437981782
napes,tyres,napes capes cares tares tyres,0.00021023125437981782
slope,flaps,slope slops slips flips flaps,0.00021023125437981782
hazed,pawed,hazed hated hayed hawed pawed,0.00021023125437981782
colts,corms,colts coots coons corns corms,0.00021023125437981782
limen,limos,limen limey limby limbs limos,0.00021023125437981782
milks,filly,milks silks silky silly filly,0.00021023125437981782
soled,holer,soled poled holed holey holer,0.00021023125437981782
jumps,jumpy,jumps lumps lumpy bumpy jumpy,0.00021023125437981782
nosed,doped,nosed hosed holed doled doped,0.00021023125437981782
spine,snore,spine spice spire spore snore,0.00021023125437981782
fosse,purse,fosse posse passe parse purse,0.00021023125437981782
wimpy,limbs,wimpy wimps pimps limps limbs,0.00021023125437981782
bumps,humps,bumps rumps dumps jumps humps,0.00021023125437981782
moans,forth,moans morns morts forts forth,0.00021023125437981782
merse,ledge,merse merge serge sedge ledge,0.00021023125437981782
cried,bries,cried fried fries dries bries,0.00017519271198318154
roids,wools,roids roods foods fools wools,0.00017519271198318154
bodge,wedge,bodge lodge ledge hedge wedge,0.00017519271198318154
yikes,mites,yikes bikes pikes mikes mites,0.00017519271198318154
lolly,pally,lolly dolly molly polly pally,0.00017519271198318154
packs,locks,packs pocks jocks docks locks,0.00017519271198318154
decor,decal,decor decoy decry decay decal,0.00017519271198318154
flung,flank,flung clung clunk flunk flank,0.00017519271198318152
slugs,plums,slugs slurs slues slums plums,0.00017519271198318152
crops,pimps,crops props poops pomps pimps,0.00017519271198318152
cribs,clips,cribs crits chits chips clips,0.00017519271198318152
plump,cramp,plump slump clump crump cramp,0.00017519271198318152
zeals,seals,zeals weals teals reals seals,0.00017519271198318152
jaded,laves,jaded faded laded laved laves,0.00017519271198318152
clogs,sooth,clogs clots cloth sloth sooth,0.00017519271198318152
warms,balds,warms wards bards bauds balds,0.00017519271198318152
beano,seams,beano beans beads beams seams,0.00017519271198318152
runty,sunny,runty runny bunny punny sunny,0.00017519271198318152
dopey,dupes,dopey doped duped duper dupes,0.00017519271198318152
pawed,faded,pawed jawed jaded laded faded,0.00017519271198318152
ducts,dusky,ducts duets dusts dusty dusky,0.00017519271198318152
waded,eared,waded faded fared oared eared,0.00017519271198318152
thins,spina,thins shins shiny spiny spina,0.00017519271198318152
chard,chaps,chard chart chary chars chaps,0.00017519271198318152
sunny,ninny,sunny bunny gunny ginny ninny,0.00017519271198318152
weans,brunt,weans beans brans brant brunt,0.0001751927119831815
mamma,mania,mamma magma magna manna mania,0.0001751927119831815
badge,podgy,badge bodge dodge dodgy podgy,0.0001751927119831815
twill,frill,twill trill drill grill frill,0.0001751927119831815
blink,clack,blink plink clink click clack,0.0001751927119831815
drily,frill,drily drill krill grill frill,0.0001751927119831815
mange,sarge,mange marge merge serge sarge,0.0001751927119831815
wryly,grill,wryly dryly drily drill grill,0.0001751927119831815
faked,waded,faked raked waked waved waded,0.0001751927119831815
spier,shred,spier spied shied shoed shred,0.0001751927119831815
tends,velds,tends lends fends vends velds,0.0001751927119831815
maxim,tapir,maxim maxis taxis tapis tapir,0.0001751927119831815
sumps,pumps,sumps rumps humps bumps pumps,0.0001751927119831815
layer,laver,layer lamer laxer lacer laver,0.0001751927119831815
spins,spite,spins spivs spits spitz spite,0.0001751927119831815
pimps,humpy,pimps pumps jumps humps humpy,0.0001751927119831815
hauls,bails,hauls hails tails pails bails,0.0001751927119831815
coals,coops,coals cowls cools cooks coops,0.00014015416958654525
frock,alack,frock flock fleck aleck alack,0.00014015416958654525
paves,fames,paves haves hazes fazes fames,0.00014015416958654525
mynas,hilts,mynas minas mints hints hilts,0.00014015416958654525
pulps,pappy,pulps pulpy puppy peppy pappy,0.00014015416958654525
sheds,stews,sheds sleds slews skews stews,0.00014015416958654525
hilts,dirts,hilts hints pints dints dirts,0.00014015416958654525
locks,hocks,locks lochs locus hocus hocks,0.00014015416958654525
unzip,unfix,unzip unhip unhit unfit unfix,0.00014015416958654525
karat,oared,karat carat caret cared oared,0.00014015416958654525
lilts,minas,lilts hilts hints mints minas,0.00014015416958654525
ville,pills,ville rille rills sills pills,0.00014015416958654525
swirl,swell,swirl twirl twill swill swell,0.00014015416958654525
wedgy,hedge,wedgy sedgy sedge wedge hedge,0.00014015416958654525
cooed,boxed,cooed coned honed boned boxed,0.00014015416958654525
jutes,tubed,jutes lutes lubes tubes tubed,0.00014015416958654525
feral,decay,feral fecal decal decaf decay,0.00014015416958654525
duddy,ruddy,duddy diddy middy muddy ruddy,0.00014015416958654525
teals,bends,teals teats tents bents bends,0.00014015416958654525
ruddy,biddy,ruddy muddy middy diddy biddy,0.00014015416958654525
sizes,tided,sizes sizer sized sided tided,0.00014015416958654525
navel,pager,navel naves paves paver pager,0.00014015416958654525
dykes,bikes,dykes tykes tikes yikes bikes,0.00014015416958654525
dulls,jolts,dulls dolls dolts molts jolts,0.00014015416958654525
fleck,smack,fleck flack slack snack smack,0.00014015416958654522
bagel,bales,bagel babel babes banes bales,0.00014015416958654522
hangs,pares,hangs bangs pangs panes pares,0.00014015416958654522
tribs,flies,tribs cribs cries fries flies,0.00014015416958654522
winch,conch,winch finch pinch cinch conch,0.00014015416958654522
zilch,winch,zilch filch finch pinch winch,0.00014015416958654522
nasty,haute,nasty pasty hasty haste haute,0.00014015416958654522
cured,mused,cured lured luted muted mused,0.00014015416958654522
wedge,badge,wedge ledge lodge bodge badge,0.00014015416958654522
ledge,cadge,ledge lodge bodge badge cadge,0.00014015416958654522
bawdy,handy,bawdy baddy bandy randy handy,0.00014015416958654522
lefts,heaps,lefts wefts hefts heats heaps,0.00014015416958654522
vroom,crook,vroom broom groom grook crook,0.0001401541695865452
shako,shade,shako shaky shady shads shade,0.0001401541695865452
peats,melts,peats pests pelts belts melts,0.0001401541695865452
coven,roses,coven covet coves roves roses,0.00010511562718990891
lotto,malts,lotto motto molto molts malts,0.00010511562718990891
garbs,lards,garbs barbs bards pards lards,0.00010511562718990891
inlet,idled,inlet islet isles idles idled,0.00010511562718990891
abash,swats,abash awash swash swath swats,0.00010511562718990891
pocks,hacks,pocks socks jocks hocks hacks,0.00010511562718990891
ruble,nobby,ruble roble noble nobly nobby,0.00010511562718990891
glens,flues,glens glees flees flies flues,0.00010511562718990891
bunts,mists,bunts busts musts mosts mists,0.00010511562718990891
lathe,raths,lathe laths paths oaths raths,0.00010511562718990891
musts,lusts,musts busts ousts gusts lusts,0.00010511562718990891
dandy,tangs,dandy randy rangy tangy tangs,0.00010511562718990891
wrung,bruin,wrung brung brunt bruit bruin,0.00010511562718990891
frill,twill,frill krill drill trill twill,0.00010511562718990891
hails,wails,hails bails pails jails wails,0.00010511562718990891
chits,grind,chits crits grits grins grind,0.00010511562718990891
liens,biers,liens liers viers piers biers,0.00010511562718990891
woozy,corny,woozy woody wordy cordy corny,0.00010511562718990891
bonks,tongs,bonks bonus bongs longs tongs,0.00010511562718990891
login,yogas,login logic yogic yogis yogas,0.00010511562718990891
nodes,cooed,nodes modes codes coded cooed,0.00010511562718990891
valet,balds,valet vales hales bales balds,0.00010511562718990891
pulls,burps,pulls purls hurls burls burps,0.00010511562718990891
myths,mites,myths maths moths motes mites,0.00010511562718990891
laker,tapes,laker laxer taxer taper tapes,0.00010511562718990891
lulus,pulls,lulus lulls culls dulls pulls,0.00010511562718990891
bilks,tucks,bilks silks sicks ticks tucks,0.00010511562718990891
goopy,goose,goopy gooey goody goosy goose,0.00010511562718990891
magna,jammy,magna magma mamma mammy jammy,0.00010511562718990891
carom,canon,carom carob carol caron canon,0.00010511562718990891
ropes,cores,ropes topes copes cokes cores,0.00010511562718990891
busts,gusts,busts ousts musts dusts gusts,0.00010511562718990891
humph,dumpy,humph bumph bumpy lumpy dumpy,0.00010511562718990891
fossa,lousy,fossa bossa bossy lossy lousy,0.00010511562718990891
sours,wools,sours fours fouls fools wools,7.007708479327262e-05
claws,slaps,claws craws craps claps slaps,7.007708479327262e-05
sever,ceded,sever sewer seder ceder ceded,7.007708479327262e-05
coups,soppy,coups soups soupy soapy soppy,7.007708479327262e-05
scrim,stout,scrim scrum strum strut stout,7.007708479327262e-05
rungs,dukes,rungs mungs dungs dunes dukes,7.007708479327262e-05
bowls,sours,bowls fowls fouls fours sours,7.007708479327262e-05
rearm,beaks,rearm rears reams beams beaks,7.007708479327262e-05
rices,dives,rices rimes mimes dimes dives,7.007708479327262e-05
tunes,dungs,tunes runes rungs lungs dungs,7.007708479327262e-05
yurts,bunts,yurts hurts hunts cunts bunts,7.00770847932726e-05
dumps,pimps,dumps mumps lumps pumps pimps,7.00770847932726e-05
lavas,lambs,lavas laves laces lames lambs,7.00770847932726e-05
raper,laver,raper rater pater paver laver,7.00770847932726e-05
yokel,hiked,yokel yokes yikes hikes hiked,7.00770847932726e-05
jibed,fiber,jibed gibed giber jiber fiber,7.00770847932726e-05
gutsy,ratty,gutsy nutsy nutty rutty ratty,7.00770847932726e-05
moped,rowed,moped doped roped roved rowed,7.00770847932726e-05
gnats,bouts,gnats goats gouts touts bouts,7.00770847932726e-05
versa,verve,versa verst verso verse verve,7.00770847932726e-05
laved,waged,laved waved waded waked waged,7.00770847932726e-05
mowed,roved,mowed cowed wowed rowed roved,7.00770847932726e-05
halts,silts,halts hilts lilts jilts silts,7.00770847932726e-05
prick,chock,prick brick crick chick chock,7.00770847932726e-05
coded,toper,coded coked coped toped toper,7.00770847932726e-05
dated,razed,dated dazed gazed lazed razed,7.00770847932726e-05
slung,clang,slung slang sling cling clang,7.00770847932726e-05
burrs,burls,burrs burro burry burly burls,7.00770847932726e-05
curer,boned,curer corer cored bored boned,7.00770847932726e-05
penes,lazes,penes panes janes lanes lazes,7.00770847932726e-05
husky,tusks,husky dusky musky tusky tusks,7.00770847932726e-05
spics,skips,spics spivs spins skins skips,7.00770847932726e-05
siren,stied,siren sired shred shied stied,7.00770847932726e-05
busby,rusty,busby bushy busty lusty rusty,7.00770847932726e-05
boomy,booth,boomy roomy rooty booty booth,7.00770847932726e-05
roast,joist,roast roost roust joust joist,7.00770847932726e-05
tared,bares,tared pared dared dares bares,7.00770847932726e-05
caved,lamer,caved laved laver lager lamer,7.00770847932726e-05
crisp,crams,crisp crimp crump cramp crams,7.00770847932726e-05
mined,rived,mined mimed timed rimed rived,7.00770847932726e-05
pumps,dumps,pumps mumps rumps humps dumps,7.00770847932726e-05
waked,waxed,waked waged waled waved waxed,7.00770847932726e-05
tiros,darts,tiros giros girts dirts darts,7.00770847932726e-05
tines,tikes,tines mines mites mikes tikes,7.00770847932726e-05
plows,flogs,plows flows floes floss flogs,7.00770847932726e-05
taker,fiber,taker faker faxer fixer fiber,7.00770847932726e-05
spits,stats,spits spats scats slats stats,7.00770847932726e-05
gauzy,gorge,gauzy gauze gauge gouge gorge,7.00770847932726e-05
girds,farts,girds girts dirts darts farts,7.00770847932726e-05
wager,lager,wager wader waver laver lager,7.00770847932726e-05
skims,shits,skims skins spins spits shits,7.00770847932726e-05
gusty,lusty,gusty fusty busty rusty lusty,7.00770847932726e-05
poohs,pumps,poohs poops pomps pimps pumps,7.00770847932726e-05
click,plonk,click clink slink plink plonk,7.00770847932726e-05
jetty,runty,jetty petty putty rutty runty,7.00770847932726e-05
butts,hurts,butts bunts punts hunts hurts,7.00770847932726e-05
sewed,cooed,sewed sowed rowed cowed cooed,7.00770847932726e-05
lamer,janes,lamer lames lazes lanes janes,7.00770847932726e-05
wends,gents,wends bends rends rents gents,7.00770847932726e-05
drier,prier,drier dries dried pried prier,7.00770847932726e-05
saucy,shuts,saucy sauce saute shute shuts,3.503854239663631e-05
mimsy,mousy,mimsy missy mussy mossy mousy,3.503854239663631e-05
punky,pints,punky pinky pinko pinto pints,3.503854239663631e-05
bitsy,witty,bitsy bitty ditty nitty witty,3.503854239663631e-05
promo,plods,promo proms prows prods plods,3.503854239663631e-05
polis,solon,polis polos bolos solos solon,3.503854239663631e-05
fares,jakes,fares fates fades jades jakes,3.503854239663631e-05
razor,hayed,razor razer hazer hazed hayed,3.503854239663631e-05
glide,clans,glide glade glads glans clans,3.503854239663631e-05
turds,cubed,turds curds cures cured cubed,3.503854239663631e-05
legos,locus,legos logos locos lochs locus,3.503854239663631e-05
hames,dazes,hames dames lames lazes dazes,3.503854239663631e-05
kilts,bides,kilts tilts tiles tides bides,3.503854239663631e-05
smurf,snark,smurf scurf scarf snarf snark,3.503854239663631e-05
cynic,toric,cynic conic ionic tonic toric,3.503854239663631e-05
carne,halve,carne carte carve calve halve,3.503854239663631e-05
seeps,peeps,seeps deeps weeps veeps peeps,3.503854239663631e-05
gores,codes,gores lores fores cores codes,3.503854239663631e-05
deeps,reedy,deeps weeps weepy weedy reedy,3.503854239663631e-05
luaus,nulls,luaus lupus lulus lulls nulls,3.503854239663631e-05
dials,viola,dials rials vials viols viola,3.503854239663631e-05
dupes,lubes,dupes duces dunes lunes lubes,3.503854239663631e-05
preps,promo,preps props prods proms promo,3.503854239663631e-05
cotes,modes,cotes cones coxes codes modes,3.503854239663631e-05
salve,carve,salve valve halve calve carve,3.503854239663631e-05
coked,cager,coked coned caned caged cager,3.503854239663631e-05
fried,brier,fried frier prier drier brier,3.503854239663631e-05
agape,abase,agape agave agate abate abase,3.503854239663631e-05
cedar,coder,cedar ceder cedes codes coder,3.503854239663631e-05
spans,shays,spans swans sways spays shays,3.503854239663631e-05
besot,buret,besot beset beget beret buret,3.503854239663631e-05
wills,soles,wills sills silos solos soles,3.503854239663631e-05
witty,gutty,witty bitty nitty nutty gutty,3.503854239663631e-05
seder,hexed,seder sewer sewed hewed hexed,3.503854239663631e-05
sluts,drums,sluts slums alums arums drums,3.503854239663631e-05
lanky,junks,lanky hanky hunky hunks junks,3.503854239663631e-05
snare,scarf,snare snarl snark snarf scarf,3.503854239663631e-05
floes,glows,floes aloes sloes slows glows,3.503854239663631e-05
gibed,jibed,gibed giber jiber jibes jibed,3.503854239663631e-05
zowie,doxie,zowie bowie bogie dogie doxie,3.503854239663631e-05
jaunt,taunt,jaunt gaunt daunt vaunt taunt,3.503854239663631e-05
weedy,nerfs,weedy needy nerdy nerds nerfs,3.503854239663631e-05
craws,clank,craws craps claps clans clank,3.503854239663631e-05
capes,cager,capes cages caged cagey cager,3.503854239663631e-05
passe,marge,passe masse manse mange marge,3.503854239663631e-05
lucid,surer,lucid lurid lured lurer surer,3.503854239663631e-05
pipet,yikes,pipet piper piker pikes yikes,3.503854239663631e-05
carte,halve,carte carne carve calve halve,3.503854239663631e-05
chute,sluts,chute shute shuts smuts sluts,3.503854239663631e-05
stuns,snows,stuns stubs snubs snobs snows,3.503854239663631e-05
bongo,jings,bongo bingo dingo jingo jings,3.503854239663631e-05
blabs,blest,blabs blobs blebs bless blest,3.503854239663631e-05
dicer,dynes,dicer dices duces dunes dynes,3.503854239663631e-05
domes,hates,domes dames hames hazes hates,3.503854239663631e-05
gasps,waspy,gasps hasps rasps wasps waspy,3.503854239663631e-05
float,cleat,float gloat bloat bleat cleat,3.503854239663631e-05
clout,bleat,clout flout float bloat bleat,3.503854239663631e-05
gummy,rummy,gummy mummy dummy yummy rummy,3.503854239663631e-05
hoist,feist,hoist joist moist foist feist,3.503854239663631e-05
riper,copes,riper roper coper coped copes,3.503854239663631e-05
gated,bared,gated fated faxed fared bared,3.503854239663631e-05
hasty,caste,hasty pasty paste baste caste,3.503854239663631e-05
piled,ailed,piled wiled riled tiled ailed,3.503854239663631e-05
jingo,dings,jingo lingo dingo dingy dings,3.503854239663631e-05
gaunt,jaunt,gaunt daunt taunt vaunt jaunt,3.503854239663631e-05
desks,dicky,desks dusks dusky ducky dicky,3.503854239663631e-05
weeds,deeds,weeds weeps veeps deeps deeds,3.503854239663631e-05
flute,flake,flute fluke fluky flaky flake,3.503854239663631e-05
mummy,gummy,mummy dummy rummy yummy gummy,3.503854239663631e-05
smear,sheaf,smear spear swear shear sheaf,3.503854239663631e-05
sedgy,sedge,sedgy wedgy wedge ledge sedge,3.503854239663631e-05
gipsy,dippy,gipsy tipsy tippy zippy dippy,3.503854239663631e-05
doozy,corky,doozy boozy booky cooky corky,3.503854239663631e-05
bower,mover,bower sower dower mower mover,0.0
oiler,dined,oiler oiled wiled wined dined,0.0
loopy,dippy,loopy loppy lippy tippy dippy,0.0
rials,dells,rials vials dials dills dells,0.0
dicot,doest,dicot didot didst diest doest,0.0
bathe,livre,bathe lathe lithe litre livre,0.0
bents,canto,bents vents cents cants canto,0.0
puffs,buffs,puffs ruffs duffs huffs buffs,0.0
fumes,dazed,fumes fumed fuzed fazed dazed,0.0
pansy,tongs,pansy tansy tangy tangs tongs,0.0
plugs,chump,plugs plums plump clump chump,0.0
plumy,chump,plumy plumb plump clump chump,0.0
miser,wisps,miser wiser wised wises wisps,0.0
softy,lefty,softy softs lofts lefts lefty,0.0
toons,loopy,toons coons loons loony loopy,0.0
hunts,gunks,hunts bunts punts punks gunks,0.0
duces,disks,duces ducts dusts dusks disks,0.0
coves,cawed,coves coxes coxed cowed cawed,0.0
maser,bower,maser baser barer borer bower,0.0
swish,slosh,swish shish shush slush slosh,0.0
kerfs,herby,kerfs kerbs verbs herbs herby,0.0
carob,capos,carob carom caron capon capos,0.0
buffa,cuffs,buffa buffs duffs puffs cuffs,0.0
moths,latus,moths maths raths laths latus,0.0
waxen,waxer,waxen waken waker wader waxer,0.0
grody,goofy,grody goody goopy gooky goofy,0.0
fanny,tunny,fanny finny ginny gunny tunny,0.0
sucks,barks,sucks sacks lacks larks barks,0.0
pukes,cubic,pukes pubes pubis pubic cubic,0.0
tardy,turfs,tardy turdy turds turps turfs,0.0
liter,doter,liter titer niter noter doter,0.0
soggy,buggy,soggy doggy boggy baggy buggy,0.0
dirks,mocks,dirks dicks docks bocks mocks,0.0
hocks,goofs,hocks hooks hoods hoofs goofs,0.0
tippy,sappy,tippy lippy nippy nappy sappy,0.0
stags,slays,stags swags snags slags slays,0.0
waifs,jails,waifs wails pails vails jails,0.0
hewer,sexed,hewer hexer hexed vexed sexed,0.0
gulls,sulky,gulls hulls hulks sulks sulky,0.0
snaps,shays,snaps snags shags shads shays,0.0
routs,pouts,routs gouts touts louts pouts,0.0
wilts,girth,wilts silts gilts girts girth,0.0
leeks,weedy,leeks reeks reeky reedy weedy,0.0
bunks,binds,bunks bungs bunds bends binds,0.0
barer,saner,barer carer cager caner saner,0.0
pyres,wands,pyres pares pards wards wands,0.0
mucus,sicks,mucus mucks micks dicks sicks,0.0
fryer,paten,fryer pryer payer pater paten,0.0
flaps,claps,flaps flays clays clams claps,0.0
easts,gapes,easts eases vases vapes gapes,0.0
shays,snugs,shays shags slags slugs snugs,0.0
tongs,mango,tongs tangs tangy tango mango,0.0
solos,colas,solos polos bolos bolas colas,0.0
gooky,holer,gooky hooky hooey holey holer,0.0
bigly,bulky,bigly biggy buggy bulgy bulky,0.0
rumps,humpy,rumps humps humpf humph humpy,0.0
pappy,lippy,pappy nappy zappy zippy lippy,0.0
colds,muses,colds molds moles mules muses,0.0
porch,cooch,porch pooch hooch mooch cooch,0.0
gusts,musky,gusts gusty musty mussy musky,0.0
washy,cushy,washy dashy mashy mushy cushy,0.0
hasps,warts,hasps harps carps carts warts,0.0
wrier,dryer,wrier drier frier fryer dryer,0.0
wirer,adder,wirer direr airer aider adder,0.0
carts,wirer,carts warts wares wires wirer,0.0
buffs,toffs,buffs ruffs duffs doffs toffs,0.0
biter,bores,biter bider bides bodes bores,0.0
cordy,colas,cordy cords coeds colds colas,0.0
luxes,ruses,luxes muxes mules muses ruses,0.0
ditty,kitty,ditty dotty totty titty kitty,0.0
chins,slims,chins chits shits shims slims,0.0
gutty,ratty,gutty putty nutty rutty ratty,0.0
ovate,crate,ovate orate prate irate crate,0.0
prowl,plops,prowl prows prods props plops,0.0
dazes,laves,dazes mazes lazes lames laves,0.0
dinky,pinky,dinky dinks pinks pinko pinky,0.0
lawzy,dawns,lawzy lawny lawns pawns dawns,0.0
balds,bandy,balds baldy baddy bawdy bandy,0.0
canes,cooed,canes caner caned coned cooed,0.0
buddy,middy,buddy baddy biddy giddy middy,0.0
fuses,fazed,fuses fusee fused fuzed fazed,0.0
budge,singe,budge bulge bilge binge singe,0.0
conks,hocks,conks bonks zonks honks hocks,0.0
drips,frier,drips dries drier brier frier,0.0
mulct,filth,mulct mulch milch filch filth,0.0
hunky,pinky,hunky gunky junky punky pinky,0.0
jambs,tamps,jambs iambs lambs lamps tamps,0.0
canoe,capes,canoe canon capon capos capes,0.0
hawed,baled,hawed hazed hayed haled baled,0.0
frier,wrier,frier drier dryer wryer wrier,0.0
quipu,quals,quipu quips quids quads quals,0.0
ginny,fenny,ginny tinny ninny finny fenny,0.0
chick,whits,chick chink chins chits whits,0.0
zonks,ducks,zonks honks hocks docks ducks,0.0
shags,snobs,shags snags snugs snubs snobs,0.0
gimps,waspy,gimps gimpy wimpy wispy waspy,0.0
serum,scrip,serum strum scrum scrim scrip,0.0
mossy,hosed,mossy mosey nosey nosed hosed,0.0
baits,jails,baits bails pails tails jails,0.0
goody,zooey,goody goosy gooey hooey zooey,0.0
pokey,sakes,pokey pokes cokes cakes sakes,0.0
hilar,oiler,hilar filar filer viler oiler,0.0
scats,spars,scats spats spays spans spars,0.0
forts,wonks,forts foots fonts wonts wonks,0.0
saxes,taxer,saxes faxes faxed taxed taxer,0.0
funks,ducky,funks fucks mucks mucky ducky,0.0
coset,revet,coset covet civet rivet revet,0.0
roils,foils,roils toils soils coils foils,0.0
soyas,comas,soyas sofas sodas somas comas,0.0
gofer,loper,gofer goner toner loner loper,0.0
buggy,bilks,buggy bulgy bulky bulks bilks,0.0
doggo,boggy,doggo doggy loggy soggy boggy,0.0
selfs,turds,selfs serfs surfs surds turds,0.0
jiffy,buffs,jiffy jiffs tiffs biffs buffs,0.0
proms,brigs,proms prims pries prigs brigs,0.0
homed,nosed,homed domed doted dosed nosed,0.0
aches,ached,aches acmes acnes acned ached,0.0
lawny,fawns,lawny tawny yawny fawny fawns,0.0
gnaws,toads,gnaws gnats goats goads toads,0.0
mitts,dieth,mitts mints dints diets dieth,0.0
reeky,leers,reeky reeks geeks leeks leers,0.0
daubs,bries,daubs drubs dribs dries bries,0.0
pater,laxer,pater tater tamer taxer laxer,0.0
prods,brows,prods proms profs prows brows,0.0
dinks,porks,dinks dirks dorks forks porks,0.0
dicey,dirks,dicey dicky dicks disks dirks,0.0
crits,fries,crits cribs dribs dries fries,0.0
lacks,musks,lacks lucks lurks murks musks,0.0
prest,creme,prest crest crept crepe creme,0.0
rasps,harks,rasps wasps hasps harps harks,0.0
slots,flops,slots sloes aloes floes flops,0.0
lazes,gages,lazes mazes dazes gazes gages,0.0
hazer,pawed,hazer hazel hazed hawed pawed,0.0
viper,miler,viper viler oiler tiler miler,0.0
plyer,freer,plyer flyer foyer fryer freer,0.0
dewey,rewed,dewey dewed sewed mewed rewed,0.0
pints,kinks,pints mints minis minks kinks,0.0
whews,thews,whews whens thens thees thews,0.0
jowls,coifs,jowls yowls cowls coils coifs,0.0
oaten,panes,oaten paten paren pares panes,0.0
huffs,miffs,huffs puffs buffs biffs miffs,0.0
lauds,barms,lauds bauds balds bards barms,0.0
skimp,slits,skimp skims skits snits slits,0.0
junky,hunky,junky junks gunks gunky hunky,0.0
dinar,rarer,dinar diner direr darer rarer,0.0
bossa,passe,bossa fossa fosse posse passe,0.0
slobs,boons,slobs globs blobs boobs boons,0.0
mashy,wasps,mashy dashy washy waspy wasps,0.0
fusee,musos,fusee fused mused muses musos,0.0
yawed,paled,yawed hawed sawed pawed paled,0.0
hexed,caped,hexed hewed hawed cawed caped,0.0
snarl,stare,snarl snark snarf snare stare,0.0
silty,silts,silty lilty kilty kilts silts,0.0
comer,cored,comer coper coder corer cored,0.0
holey,pokes,holey hooey hokey pokey pokes,0.0
yokes,lopes,yokes pokes poxes loxes lopes,0.0
cubic,cubes,cubic pubic pubis pubes cubes,0.0
diner,vaned,diner miner mined maned vaned,0.0
spuds,snobs,spuds studs stubs snubs snobs,0.0
razer,razed,razer razes dazes dazed razed,0.0
scorn,afore,scorn acorn adorn adore afore,0.0
mucky,sucks,mucky ducky ducks mucks sucks,0.0
fussy,pushy,fussy mussy mushy bushy pushy,0.0
quips,quais,quips quids quads quays quais,0.0
retry,reply,retry refry refly redly reply,0.0
lisps,wimps,lisps wisps wispy wimpy wimps,0.0
gappy,nappy,gappy zappy sappy pappy nappy,0.0
sinks,rinks,sinks dinks oinks finks rinks,0.0
homey,hover,homey hokey holey holer hover,0.0
goony,goody,goony goofy goosy goopy goody,0.0
mumps,lumps,mumps dumps sumps rumps lumps,0.0
arses,lases,arses asses esses eases lases,0.0
whips,comps,whips whops chops coops comps,0.0
rutty,batty,rutty nutty natty ratty batty,0.0
dimes,miler,dimes dimer timer mimer miler,0.0
shyer,cager,shyer sayer saner caner cager,0.0
humps,hemps,humps humph humpy hempy hemps,0.0
hoppy,lippy,hoppy hippy tippy zippy lippy,0.0
pryer,drier,pryer fryer wryer dryer drier,0.0
zetas,maths,zetas betas beths baths maths,0.0
tails,wails,tails jails pails sails wails,0.0
sated,rater,sated mated mater dater rater,0.0
lotsa,gutty,lotsa lotta gotta gutta gutty,0.0
gazes,lames,gazes lazes lades laves lames,0.0
whoso,whump,whoso whooo whoop whomp whump,0.0
shady,slags,shady shads shahs shags slags,0.0
wowed,moped,wowed lowed lobed loped moped,0.0
giddy,baddy,giddy middy biddy buddy baddy,0.0
knobs,snobs,knobs knops knots snots snobs,0.0
goofy,hokey,goofy goony gooey hooey hokey,0.0
jiffs,boffs,jiffs jiffy biffy biffs boffs,0.0
quays,quips,quays quals quads quids quips,0.0
pager,drier,pager payer pryer dryer drier,0.0
limey,linen,limey limen liken liven linen,0.0
lures,curer,lures lured lurer surer curer,0.0
mothy,raths,mothy moths maths baths raths,0.0
blobs,scows,blobs slobs slops scops scows,0.0
hurls,dally,hurls hulls dulls dully dally,0.0
taped,wager,taped taxed waxed waxer wager,0.0
frats,brays,frats frays trays prays brays,0.0
greps,drays,greps preps preys prays drays,0.0
socko,mocks,socko sicko sicks micks mocks,0.0
bulgy,bilgy,bulgy buggy baggy biggy bilgy,0.0
baser,dater,baser maser mater eater dater,0.0
tunny,junky,tunny runny gunny gunky junky,0.0
pocky,corky,pocky porky forky dorky corky,0.0
saber,raker,saber saner sawer rawer raker,0.0
miter,lites,miter niter biter liter lites,0.0
