start,end,sequence,rank,hardness
blast,bleak,blast blest bleat blear bleak,-0.00916297262059974,3
hanks,necks,hanks hacks backs becks necks,-0.00916297262059974,3
mores,notes,mores motes modes nodes notes,-0.00916297262059974,2
rhino,thine,rhino chino chins thins thine,-0.00916297262059974,2
comas,pumps,comas comps pomps pimps pumps,-0.00916297262059974,3
farms,looms,farms forms dorms dooms looms,-0.00916297262059974,3
roils,fowls,roils foils fools fouls fowls,-0.00916297262059974,2
splat,sprit,splat splay spray sprat sprit,-0.00916297262059974,2
skunk,flank,skunk slunk klunk flunk flank,-0.00916297262059974,3
waled,raper,waled waved raved raped raper,-0.00916297262059974,3
lamer,waked,lamer lamed laved waved waked,-0.00929335071707953,3
bipod,liken,bipod biped biked liked liken,-0.00929335071707953,4
lores,ropes,lores mores moves mopes ropes,-0.00929335071707953,2
skyed,speed,skyed skied spied spued speed,-0.00929335071707953,2
foals,bails,foals coals coils boils bails,-0.00929335071707953,3
redip,rapid,redip redid rebid rabid rapid,-0.00929335071707953,3
loots,towns,loots roots toots toons towns,-0.00929335071707953,3
redid,raped,redid rebid rabid rapid raped,-0.009293350717079532,3
notes,homos,notes totes tomes homes homos,-0.009293350717079532,3
finif,lends,finif finis finds fends lends,-0.009293350717079532,4
cabal,nasal,cabal canal banal basal nasal,-0.009293350717079532,2
kelps,beeps,kelps keeps peeps deeps beeps,-0.009293350717079532,2
speed,spier,speed spued spied spiel spier,-0.009293350717079532,2
thins,chino,thins shins chins china chino,-0.009293350717079532,2
gaols,pales,gaols galls calls palls pales,-0.009293350717079532,3
ricer,viper,ricer river rifer riper viper,-0.009293350717079532,2
river,timer,river riser rifer rimer timer,-0.009293350717079532,2
rides,ruses,rides riles roles rules ruses,-0.009293350717079532,2
domes,motes,domes doges dotes notes motes,-0.009293350717079532,2
gules,rider,gules rules ruler ruder rider,-0.009293350717079532,4
paste,carte,paste taste baste caste carte,-0.009293350717079532,2
seamy,slags,seamy seams slams slabs slags,-0.009423728813559322,3
seize,twink,seize seine swine twine twink,-0.009423728813559322,4
mites,rules,mites metes mutes mules rules,-0.009423728813559322,3
delis,coils,delis dells cells ceils coils,-0.009423728813559322,4
foist,feast,foist hoist heist feist feast,-0.009423728813559323,2
bless,flips,bless bliss blips clips flips,-0.009423728813559323,3
olden,alder,olden older odder adder alder,-0.009423728813559323,2
anted,eider,anted anded ended ender eider,-0.009423728813559323,4
fined,tided,fined wined wired tired tided,-0.009423728813559323,2
brief,prims,brief bries brigs prigs prims,-0.009423728813559323,3
hoper,popes,hoper holer holes poles popes,-0.009423728813559323,2
wings,picks,wings winos winks wicks picks,-0.009423728813559323,3
rules,sixes,rules mules muxes mixes sixes,-0.009423728813559323,3
slurs,shays,slurs spurs spars spays shays,-0.009423728813559323,3
wonky,zings,wonky wonks winks wings zings,-0.009423728813559323,4
gulfs,rusks,gulfs gules rules ruses rusks,-0.009423728813559323,3
stump,sours,stump slump slurp slurs sours,-0.009423728813559323,3
molal,poser,molal molar polar poler poser,-0.009423728813559323,4
bonds,poles,bonds ponds pones popes poles,-0.009554106910039113,3
bilks,balds,bilks balks banks bands balds,-0.009554106910039113,2
moldy,folks,moldy molds wolds folds folks,-0.009554106910039113,3
tacky,daily,tacky talky tally dally daily,-0.009554106910039113,3
roofs,booky,roofs roots rooty rooky booky,-0.009554106910039115,3
bused,laxer,bused based baser laser laxer,-0.009554106910039115,4
loges,roves,loges loves moves toves roves,-0.009554106910039115,2
polls,jelly,polls tolls tells jells jelly,-0.009554106910039115,3
drily,tally,drily daily dally pally tally,-0.009554106910039115,3
penis,pipet,penis penes pines pipes pipet,-0.009554106910039115,4
scams,spats,scams seams seats scats spats,-0.009554106910039115,2
spilt,stele,spilt stilt stile stole stele,-0.009554106910039115,3
magic,magna,magic manic mania manna magna,-0.009554106910039115,2
turps,turfy,turps turns turds turdy turfy,-0.009566275532377228,2
turns,burgs,turns turps burps burrs burgs,-0.009566275532377228,2
mater,hated,mater matey mated sated hated,-0.009684485006518905,2
plasm,flash,plasm plash blash slash flash,-0.009684485006518905,2
sines,rings,sines sings tings dings rings,-0.009684485006518905,2
fuses,rises,fuses ruses rusks risks rises,-0.009684485006518905,2
slips,slide,slips snips snipe snide slide,-0.009684485006518905,2
gravy,grace,gravy grapy graph grape grace,-0.009684485006518905,2
slave,skate,slave slake spake spate skate,-0.009684485006518907,2
hayey,gated,hayey hayed hated fated gated,-0.009684485006518907,3
brass,meads,brass braes brads mrads meads,-0.009684485006518907,3
inner,inked,inner infer inter inker inked,-0.009684485006518907,2
sulky,mussy,sulky hulky husky hussy mussy,-0.009684485006518907,3
attar,ester,attar altar alter aster ester,-0.009684485006518907,3
shyer,sheep,shyer shoer sheer sheen sheep,-0.009684485006518907,2
seals,jeans,seals meals weals weans jeans,-0.009684485006518907,2
nines,hoses,nines nones noses roses hoses,-0.009684485006518907,3
hilly,tills,hilly hills rills bills tills,-0.009684485006518907,2
sooth,slots,sooth sloth cloth clots slots,-0.009684485006518907,2
cloth,crops,cloth clots cloys clops crops,-0.009684485006518907,3
shush,plash,shush slush slash flash plash,-0.009684485006518907,3
class,slays,class claws slaws slaps slays,-0.009684485006518907,2
infer,inked,infer inter inner inker inked,-0.009684485006518907,2
naves,mates,naves nates bates pates mates,-0.009696653628857018,2
vapes,mates,vapes napes nares mares mates,-0.009696653628857018,2
curer,mates,curer cuter muter mater mates,-0.009696653628857018,4
lacey,mates,lacey laces maces mares mates,-0.009696653628857018,3
deist,moist,deist feist heist hoist moist,-0.009814863102998696,2
spade,flaks,spade spake slake flake flaks,-0.009814863102998696,4
madly,balky,madly badly baddy baldy balky,-0.009814863102998696,3
damps,loses,damps lamps lames lases loses,-0.009814863102998696,4
vowel,cooed,vowel vowed towed cowed cooed,-0.009814863102998696,3
krona,phony,krona krone prone phone phony,-0.009814863102998696,3
bland,plans,bland eland elans glans plans,-0.009814863102998696,2
carne,waste,carne carte caste baste waste,-0.009814863102998696,3
trans,trash,trans brans brass brash trash,-0.009814863102998696,2
buddy,madly,buddy biddy baddy badly madly,-0.009814863102998696,3
drops,plods,drops props poops plops plods,-0.009814863102998696,3
vises,dimes,vises wises wives dives dimes,-0.009814863102998696,2
bongs,tings,bongs songs longs tongs tings,-0.009814863102998696,2
gruel,cruft,gruel cruel cruet crust cruft,-0.009814863102998696,3
hello,reels,hello hells heals heels reels,-0.009814863102998696,3
rooky,hoofs,rooky rooks roofs woofs hoofs,-0.009814863102998696,3
poled,towel,poled soled sowed towed towel,-0.009814863102998696,3
unite,knots,unite unity units knits knots,-0.009814863102998696,3
swats,meals,swats seats peats meats meals,-0.009814863102998696,3
holer,doses,holer poler poles poses doses,-0.009814863102998696,3
gifts,sills,gifts gilts hilts hills sills,-0.009814863102998696,3
trice,tries,trice tripe tribe tribs tries,-0.009814863102998696,2
serge,verst,serge serve verve verse verst,-0.009814863102998696,3
jello,belay,jello jells jelly belly belay,-0.009814863102998696,3
paler,pages,paler pacer pater pates pages,-0.009814863102998696,2
cysts,casus,cysts costs casts casas casus,-0.009814863102998696,2
crags,brash,crags craps crass brass brash,-0.009814863102998696,3
glans,fleet,glans glens glees flees fleet,-0.009814863102998696,4
barms,paras,barms bards yards pards paras,-0.00982703172533681,2
acmes,ached,acmes acnes acned acted ached,-0.009945241199478486,2
typos,tarts,typos tyros taros tarps tarts,-0.009945241199478486,3
leaks,beady,leaks leaky peaky beaky beady,-0.009945241199478488,3
clump,whomp,clump chump thump whump whomp,-0.009945241199478488,3
shalt,scams,shalt shale shame shams scams,-0.009945241199478488,3
trial,drool,trial trill drill droll drool,-0.009945241199478488,3
claws,plats,claws clays flays plays plats,-0.009945241199478488,2
fusty,nutty,fusty dusty rusty rutty nutty,-0.009945241199478488,2
loyal,fecal,loyal local vocal focal fecal,-0.009945241199478488,3
weirs,realm,weirs wears rears rearm realm,-0.009945241199478488,4
leery,leads,leery leers leeks leaks leads,-0.009945241199478488,3
brace,brans,brace bract brant brand brans,-0.009945241199478488,2
dazed,bated,dazed dared eared bared bated,-0.009945241199478488,2
picky,locks,picky kicky kicks licks locks,-0.009945241199478488,3
lazes,jakes,lazes lades lakes wakes jakes,-0.009945241199478488,2
boxes,lores,boxes loxes lopes lobes lores,-0.009945241199478488,2
acned,aches,acned acked acted ached aches,-0.009945241199478488,2
poise,primp,poise prise prime prims primp,-0.009945241199478488,3
veils,ruing,veils veins reins ruins ruing,-0.009945241199478488,4
bloat,clout,bloat gloat float flout clout,-0.009945241199478488,2
ached,acnes,ached acted acked acned acnes,-0.009945241199478488,2
folky,silky,folky folly filly silly silky,-0.009945241199478488,2
cinch,punch,cinch winch finch pinch punch,-0.009945241199478488,2
cores,doves,cores lores lobes loves doves,-0.009945241199478488,2
dishy,wists,dishy fishy fisty fists wists,-0.009945241199478488,3
acked,aches,acked acted acned ached aches,-0.009945241199478488,2
gloat,clout,gloat bloat float flout clout,-0.009945241199478488,2
lodes,hopes,lodes codes copes mopes hopes,-0.009945241199478488,2
hopes,dolts,hopes holes roles doles dolts,-0.009945241199478488,3
knock,snare,knock knack snack snark snare,-0.009945241199478488,4
softs,roots,softs softy sooty rooty roots,-0.009945241199478488,2
crisp,grump,crisp crimp crump trump grump,-0.009945241199478488,3
hocks,pocky,hocks socks docks pocks pocky,-0.009945241199478488,2
swims,skips,swims skims skids skins skips,-0.009945241199478488,2
dewed,towed,dewed rewed rowed cowed towed,-0.010075619295958278,2
teats,plans,teats meats peats plats plans,-0.010075619295958278,3
niter,risen,niter miter miser riser risen,-0.010075619295958278,3
crops,cloak,crops crocs crock croak cloak,-0.010075619295958278,3
picot,didst,picot dicot divot didot didst,-0.010075619295958278,3
loped,towed,loped lowed rowed mowed towed,-0.010075619295958278,2
coins,corky,coins corns cornu corny corky,-0.01007561929595828,3
padre,budge,padre cadre cadge badge budge,-0.01007561929595828,3
honey,piker,honey hokey pokey poker piker,-0.01007561929595828,4
gowns,toots,gowns downs towns toons toots,-0.01007561929595828,3
riots,toots,riots roots routs touts toots,-0.01007561929595828,2
harks,cures,harks larks lurks lures cures,-0.01007561929595828,3
twats,swine,twats twits twins twine swine,-0.01007561929595828,4
genes,dents,genes gents rents tents dents,-0.01007561929595828,2
foxed,boded,foxed foxes boxes bodes boded,-0.01007561929595828,2
harum,haler,harum harem hares hales haler,-0.01007561929595828,3
karat,canes,karat carat caret cares canes,-0.01007561929595828,4
satin,tapis,satin latin lapin lapis tapis,-0.01007561929595828,3
guide,elate,guide glide elide elite elate,-0.01007561929595828,4
colas,locks,colas cocas cocks bocks locks,-0.01007561929595828,3
wooed,mowed,wooed wowed rowed towed mowed,-0.01007561929595828,2
meted,paler,meted meter peter pater paler,-0.01007561929595828,4
downs,goony,downs towns gowns goons goony,-0.01007561929595828,3
bodge,fudgy,bodge badge budge fudge fudgy,-0.01007561929595828,3
tanks,tapes,tanks talks talcs tales tapes,-0.01007561929595828,2
toyed,dared,toyed toted doted dated dared,-0.01007561929595828,3
elans,scats,elans plans plats slats scats,-0.01007561929595828,3
cedar,codes,cedar ceder ceded cedes codes,-0.01007561929595828,3
candy,hunks,candy handy hanky hunky hunks,-0.01007561929595828,4
bumpy,lamps,bumpy bumps rumps ramps lamps,-0.01007561929595828,3
swiss,shits,swiss swims skims skits shits,-0.01007561929595828,2
gamed,laker,gamed gamer gayer layer laker,-0.01007561929595828,3
chars,clops,chars chaps chips clips clops,-0.01007561929595828,3
fudgy,dodge,fudgy fudge budge bodge dodge,-0.01007561929595828,3
loves,rates,loves roves raves razes rates,-0.01007561929595828,3
clans,flows,clans clads claws flaws flows,-0.01007561929595828,3
cress,treks,cress tress trews trees treks,-0.010087787918296393,2
thens,fries,thens thees trees frees fries,-0.010087787918296393,4
kiths,lines,kiths kites cites lites lines,-0.010087787918296393,3
suras,cards,suras surds turds curds cards,-0.010205997392438071,3
herbs,cores,herbs heres hares cares cores,-0.010205997392438071,3
belay,resay,belay delay relay repay resay,-0.010205997392438071,2
motel,yoked,motel model yodel yokel yoked,-0.010205997392438071,3
laxer,wages,laxer lager sager wager wages,-0.010205997392438071,3
spiel,snots,spiel spies spits spots snots,-0.010205997392438071,4
ducal,delay,ducal decal decaf decay delay,-0.010205997392438071,3
plaza,flaws,plaza playa plays flays flaws,-0.010205997392438071,3
silks,hunky,silks silky sulky hulky hunky,-0.010205997392438071,4
warns,caged,warns wares wages waged caged,-0.010205997392438071,4
pored,borer,pored cored gored bored borer,-0.010205997392438071,2
spews,slabs,spews skews slews slaws slabs,-0.010205997392438071,3
bells,heats,bells belts beats peats heats,-0.010205997392438071,3
moons,ports,moons moots toots torts ports,-0.010205997392438071,3
surfs,cards,surfs suras surds curds cards,-0.010205997392438071,3
scalp,stele,scalp scald scale stale stele,-0.010205997392438071,3
lawns,wares,lawns yawns yarns warns wares,-0.010205997392438071,3
bonus,binds,bonus bonds bands bunds binds,-0.010205997392438071,2
phage,tense,phage phase pease tease tense,-0.010205997392438071,4
typed,honed,typed hyped hoped hosed honed,-0.010205997392438071,3
scarf,swart,scarf swarf swarm sware swart,-0.010205997392438071,2
booze,roots,booze boozy booty rooty roots,-0.010205997392438071,3
brows,primo,brows prows proms promo primo,-0.010205997392438071,4
jambs,damps,jambs lambs lamps vamps damps,-0.010205997392438071,2
spots,spiel,spots spits spivs spies spiel,-0.010205997392438071,3
tunes,foxes,tunes tuxes taxes faxes foxes,-0.010205997392438071,3
vales,tares,vales kales dales tales tares,-0.010205997392438071,2
booty,snots,booty sooty soots spots snots,-0.010205997392438071,3
prise,trims,prise prime primp prims trims,-0.010205997392438071,3
waxer,waken,waxer waxen waxes wakes waken,-0.010205997392438071,2
bored,eared,bored gored pored pared eared,-0.010205997392438071,2
fader,wakes,fader fades jades wades wakes,-0.010205997392438071,3
wages,carer,wages waged caged cager carer,-0.010205997392438071,3
butte,musty,butte butts mutts musts musty,-0.010205997392438071,3
twink,shine,twink twine gwine swine shine,-0.010205997392438071,3
flams,stays,flams clams clays slays stays,-0.010205997392438071,3
bauds,meads,bauds bands bends mends meads,-0.010336375488917863,3
flats,beads,flats blats brats brads beads,-0.010336375488917863,3
vined,minus,vined vines mines minis minus,-0.010336375488917863,3
knits,slobs,knits knots knobs snobs slobs,-0.010336375488917863,4
peaty,swats,peaty peats teats seats swats,-0.010336375488917863,3
bumps,burrs,bumps burps burns burgs burrs,-0.010336375488917863,2
helps,humpy,helps heaps hemps hempy humpy,-0.010336375488917863,3
trims,price,trims trips tripe trice price,-0.010336375488917863,3
diems,peeps,diems deems deeds deeps peeps,-0.010336375488917863,3
prats,fists,prats peats feats fiats fists,-0.010336375488917863,3
arums,drays,arums drums drugs drags drays,-0.010336375488917863,3
beths,oaths,beths baths raths maths oaths,-0.010336375488917863,2
irate,drone,irate crate crane crone drone,-0.010336375488917863,3
dukes,bases,dukes cukes cakes bakes bases,-0.010336375488917863,3
talks,bands,talks calks balks balds bands,-0.010336375488917863,3
taxes,waxed,taxes taxer laxer waxer waxed,-0.010336375488917863,2
verst,verge,verst versa verso verse verge,-0.010336375488917863,2
dines,tides,dines fines nines tines tides,-0.010336375488917863,2
seats,heals,seats peats teats teals heals,-0.010336375488917863,2
plied,dries,plied plies flies fries dries,-0.010336375488917863,3
lopes,cubes,lopes lobes robes rubes cubes,-0.010336375488917863,3
nodes,tikes,nodes bodes bides tides tikes,-0.010336375488917863,3
abled,mired,abled ailed filed fired mired,-0.010336375488917863,3
graph,grove,graph grapy grape grope grove,-0.010336375488917863,3
bagel,bands,bagel babel babes banes bands,-0.010336375488917863,3
sales,dolls,sales soles holes doles dolls,-0.010336375488917863,3
verso,serge,verso verse verve verge serge,-0.010336375488917863,3
greed,fries,greed breed freed frees fries,-0.010336375488917863,3
liver,giber,liver fiver filer fiber giber,-0.010336375488917863,2
moony,mosts,moony moons moods moots mosts,-0.010336375488917863,3
fires,vised,fires wires vires vises vised,-0.010336375488917863,3
claps,crass,claps claws craws crams crass,-0.010336375488917863,2
talky,handy,talky balky baldy bandy handy,-0.010336375488917863,3
pussy,rusty,pussy pushy mushy musty rusty,-0.010336375488917863,2
vireo,pines,vireo vires vises vines pines,-0.010336375488917863,3
weepy,welds,weepy weeny weedy weeds welds,-0.010336375488917863,3
poker,totes,poker joker toker toter totes,-0.010336375488917863,3
putts,runts,putts butts bunts aunts runts,-0.010336375488917863,2
latin,taxis,latin lapin lapis tapis taxis,-0.010336375488917863,3
becks,disks,becks bocks docks dicks disks,-0.010336375488917863,3
deeds,peens,deeds deeps peeps peeks peens,-0.010336375488917863,2
sonly,tinny,sonly sonny sunny tunny tinny,-0.010336375488917863,3
prank,briny,prank prink drink brink briny,-0.010348544111255974,3
baled,likes,baled baked biked bikes likes,-0.010466753585397653,4
bucks,dicks,bucks becks necks nicks dicks,-0.010466753585397653,2
crock,bream,crock croak creak cream bream,-0.010466753585397653,4
doses,dozed,doses noses nosed dosed dozed,-0.010466753585397653,2
lints,butts,lints mints mitts mutts butts,-0.010466753585397653,3
jingo,sings,jingo lingo dingo dings sings,-0.010466753585397653,2
modem,cokes,modem modes codes cotes cokes,-0.010466753585397653,3
stays,smuts,stays stats slats sluts smuts,-0.010466753585397653,3
levee,liken,levee lever liver liven liken,-0.010466753585397653,3
siren,fires,siren sires hires tires fires,-0.010466753585397653,2
goals,mosts,goals goads goats moats mosts,-0.010466753585397653,3
feint,joist,feint feist foist moist joist,-0.010466753585397653,3
buffa,muffs,buffa buffs puffs cuffs muffs,-0.010466753585397653,2
curve,corny,curve carve carne carny corny,-0.010466753585397653,3
taxis,fazed,taxis taxes faxes faxed fazed,-0.010466753585397653,4
poses,nosed,poses hoses noses nosey nosed,-0.010466753585397653,2
washy,misty,washy mashy mushy musty misty,-0.010466753585397653,3
graft,brunt,graft grant brant brent brunt,-0.010466753585397653,3
mazed,doter,mazed dazed dozed dozer doter,-0.010466753585397653,4
sings,bonks,sings songs gongs bongs bonks,-0.010466753585397653,3
tangy,madly,tangy rangy mangy manly madly,-0.010466753585397653,3
slues,flies,slues sloes aloes floes flies,-0.010466753585397653,2
fates,oaten,fates gates pates paten oaten,-0.010466753585397653,2
slued,flubs,slued clued clues clubs flubs,-0.010466753585397653,3
scald,scarp,scald scale scaly scary scarp,-0.010466753585397653,2
moles,holed,moles holes holey holer holed,-0.010466753585397653,2
noter,poked,noter toter toker poker poked,-0.010466753585397653,3
scary,scale,scary scarp scalp scaly scale,-0.010466753585397653,2
peaky,forks,peaky peaks perks porks forks,-0.010466753585397653,4
pangs,sings,pangs tangs tings pings sings,-0.010466753585397653,2
dusky,dungs,dusky ducky ducks dunks dungs,-0.010466753585397653,3
bangs,tanks,bangs fangs gangs tangs tanks,-0.010466753585397653,2
puffs,buffa,puffs muffs cuffs buffs buffa,-0.010466753585397653,2
flics,crock,flics flick flock frock crock,-0.010466753585397653,4
lobes,loner,lobes loges loses loser loner,-0.010466753585397653,2
fangs,finks,fangs pangs pings pinks finks,-0.010466753585397653,2
rands,barns,rands bands banes banns barns,-0.010466753585397653,3
yokel,joker,yokel yoked toked joked joker,-0.010466753585397653,2
dined,wised,dined vined mined wined wised,-0.010466753585397653,2
snits,stems,snits suits suets stets stems,-0.010466753585397653,3
genus,bends,genus gents dents bents bends,-0.010466753585397653,2
tents,genes,tents cents rents gents genes,-0.010466753585397653,2
glees,flubs,glees glues clues clubs flubs,-0.010466753585397653,3
huffy,puffs,huffy huffs cuffs ruffs puffs,-0.010466753585397653,2
ratty,nasty,ratty tatty tasty hasty nasty,-0.010466753585397653,2
hider,mover,hider hiver hover rover mover,-0.010466753585397653,3
pooey,coked,pooey pokey poker poked coked,-0.010466753585397653,3
shuts,haste,shuts shute saute haute haste,-0.010466753585397653,4
cluck,slunk,cluck pluck plunk klunk slunk,-0.010466753585397653,2
draft,brans,draft graft grant brant brans,-0.010466753585397653,3
foils,gouts,foils foals goals goats gouts,-0.010466753585397653,3
flies,blats,flies flits flats slats blats,-0.010466753585397653,3
baser,oared,baser barer darer dared oared,-0.010466753585397653,3
dozed,lades,dozed dazed lazed lazes lades,-0.010466753585397653,4
lapin,taxes,lapin lapis tapis taxis taxes,-0.010466753585397653,4
plays,shays,plays plats slats slays shays,-0.010466753585397653,2
mavis,saxes,mavis maxis taxis taxes saxes,-0.010466753585397653,3
fixer,faces,fixer faxer faxes fazes faces,-0.010478922207735768,3
barer,bowel,barer borer boxer bower bowel,-0.010597131681877444,3
mocks,sicks,mocks socks socko sicko sicks,-0.010597131681877444,2
rinks,pikes,rinks finks fines pines pikes,-0.010597131681877444,3
slosh,brusk,slosh slush blush brush brusk,-0.010597131681877444,4
paved,taper,paved raved raped taped taper,-0.010597131681877444,3
paged,rater,paged paved raved rated rater,-0.010597131681877444,3
hurts,males,hurts harts halts malts males,-0.010597131681877444,4
baton,carom,baton bacon baron caron carom,-0.010597131681877444,3
metes,fares,metes fetes fates fames fares,-0.010597131681877444,3
chino,swine,chino chink chine shine swine,-0.010597131681877444,3
soles,hires,soles moles mores mires hires,-0.010597131681877444,3
banal,basic,banal basal basil basis basic,-0.010597131681877444,3
peaks,beats,peaks peaky peaty peats beats,-0.010597131681877444,2
aided,wipes,aided bided biped wiped wipes,-0.010597131681877444,3
saber,wafer,saber sager sayer safer wafer,-0.010597131681877444,2
rills,wilts,rills gills dills wills wilts,-0.010597131681877444,2
yodel,poked,yodel yokel yoked joked poked,-0.010597131681877444,3
minor,mimer,minor miner miter miser mimer,-0.010597131681877444,2
riled,lacey,riled riced raced laced lacey,-0.010597131681877444,4
stomp,snook,stomp stoop swoop snoop snook,-0.010597131681877444,3
pings,wiles,pings pinks pines piles wiles,-0.010597131681877444,3
lases,canes,lases laces lazes lanes canes,-0.010597131681877444,2
slang,scads,slang spang spans scans scads,-0.010597131681877444,3
molds,maces,molds molls moles males maces,-0.010597131681877444,3
blunt,slurs,blunt blurt blurb blurs slurs,-0.010597131681877444,3
wormy,corky,wormy worry wordy cordy corky,-0.010597131681877444,2
mewed,hover,mewed mowed mower mover hover,-0.010597131681877444,4
diked,likes,diked dikes hikes pikes likes,-0.010597131681877444,2
natal,ravel,natal nasal naval navel ravel,-0.010597131681877444,3
folks,forky,folks yolks yolky folky forky,-0.010597131681877444,2
flier,greed,flier frier freer freed greed,-0.010597131681877444,4
vanes,gaped,vanes vapes capes caped gaped,-0.010597131681877444,3
narco,fates,narco narcs nares fares fates,-0.010597131681877444,4
jinns,sings,jinns jinks sinks sinus sings,-0.010597131681877444,2
zoned,kooks,zoned zones zonks zooks kooks,-0.010597131681877444,4
legos,poses,legos logos loges loses poses,-0.010597131681877444,4
bliss,claps,bliss blips flips clips claps,-0.010597131681877444,3
bocks,sicks,bocks hocks mocks socks sicks,-0.010597131681877444,2
tusky,bases,tusky tusks tasks basks bases,-0.010597131681877444,4
yores,toked,yores yokes yokel yoked toked,-0.010597131681877444,3
gated,games,gated gaped gamed gamey games,-0.010597131681877444,2
trash,blash,trash brash brush blush blash,-0.010597131681877444,2
nutty,lusty,nutty rutty rusty gusty lusty,-0.010597131681877444,2
drags,grads,drags drays drabs grabs grads,-0.010597131681877444,2
rille,viola,rille ville villi villa viola,-0.010597131681877444,3
pools,woozy,pools fools wools wooly woozy,-0.010597131681877444,3
finis,waned,finis fines wines wined waned,-0.010597131681877444,4
flabs,flees,flabs flaws flows floes flees,-0.010597131681877444,2
lemon,memes,lemon demon demos memos memes,-0.010597131681877444,3
nixes,pines,nixes fixes fines nines pines,-0.010727509778357236,2
whipt,shirr,whipt whips whirs whirr shirr,-0.010727509778357236,3
drape,graze,drape drake brake braze graze,-0.010727509778357236,2
flaws,snaps,flaws flags slags snags snaps,-0.010727509778357236,3
nooks,hooky,nooks cooks cooky looky hooky,-0.010727509778357236,2
sieve,hinge,sieve siege singe binge hinge,-0.010727509778357236,3
bluer,glued,bluer blues glues gluer glued,-0.010727509778357236,2
hiver,finer,hiver giver giber fiber finer,-0.010727509778357236,2
profs,poops,profs prows proms props poops,-0.010727509778357236,2
tries,greps,tries trims trips grips greps,-0.010727509778357236,3
hosed,jokes,hosed posed poked joked jokes,-0.010727509778357236,3
civet,comer,civet covet coset comet comer,-0.010727509778357236,3
spies,slier,spies spiel spied spier slier,-0.010727509778357236,2
grads,blaze,grads grade glade glaze blaze,-0.010727509778357236,4
tinge,bingo,tinge singe hinge binge bingo,-0.010727509778357236,2
cited,capes,cited cites cotes copes capes,-0.010727509778357236,3
saner,paves,saner saver paver paved paves,-0.010727509778357236,3
bares,forks,bares byres bores fores forks,-0.010727509778357236,3
tonic,boric,tonic topic toxic toric boric,-0.010727509778357236,2
spied,blued,spied spued slued glued blued,-0.010727509778357236,3
wonks,cones,wonks zonks zones nones cones,-0.010727509778357236,2
nudes,pines,nudes dudes dunes dines pines,-0.010727509778357236,3
doggy,bogey,doggy loggy soggy boggy bogey,-0.010727509778357236,2
flues,blued,flues blues clues clued blued,-0.010727509778357236,2
sacks,hunks,sacks sucks sulks hulks hunks,-0.010727509778357236,3
stilt,sling,stilt stint stink sting sling,-0.010727509778357236,3
lingo,hinge,lingo jingo bingo binge hinge,-0.010727509778357236,2
dealt,nears,dealt deals deads dears nears,-0.010727509778357236,3
caped,laved,caped caged caned caved laved,-0.010727509778357236,2
hiked,liken,hiked hikes kikes likes liken,-0.010727509778357236,2
viper,rover,viper riper roper roger rover,-0.010727509778357236,3
peals,jerky,peals peaks perks jerks jerky,-0.010727509778357236,4
rawly,dolly,rawly rally tally dally dolly,-0.010727509778357236,3
boric,basil,boric baric basic basin basil,-0.010727509778357236,3
slack,clank,slack alack flack clack clank,-0.010727509778357236,2
liest,guest,liest diest doest goest guest,-0.010727509778357236,2
whirl,choke,whirl whorl whore chore choke,-0.010727509778357236,4
diner,wised,diner finer fined wined wised,-0.010727509778357236,3
rumen,likes,rumen lumen limen liken likes,-0.010727509778357236,4
roomy,sooty,roomy boomy booty rooty sooty,-0.010727509778357236,2
newel,safer,newel newer sewer sawer safer,-0.010727509778357236,4
spang,spitz,spang spans spins spits spitz,-0.010727509778357236,3
babes,pales,babes banes manes males pales,-0.010727509778357236,2
goody,worry,goody woody wordy wormy worry,-0.010727509778357236,3
lucid,muted,lucid lurid lured luted muted,-0.010727509778357236,3
caved,paver,caved raved laved laver paver,-0.010727509778357236,2
clash,stash,clash plash slash smash stash,-0.010727509778357236,2
paves,males,paves pales dales hales males,-0.010727509778357236,2
preps,prods,preps props prows profs prods,-0.010727509778357236,2
salve,carte,salve halve calve carve carte,-0.010727509778357236,3
polly,bally,polly folly filly billy bally,-0.010727509778357236,2
drums,grads,drums drubs grubs grabs grads,-0.010727509778357236,3
corms,wards,corms worms warms wares wards,-0.010727509778357236,3
brims,fries,brims brigs prigs pries fries,-0.010727509778357236,2
crabs,drams,crabs grabs grams prams drams,-0.010727509778357236,2
shunt,slits,shunt shuns shuts shits slits,-0.010727509778357236,4
tacit,faxer,tacit tacet facet facer faxer,-0.010727509778357236,4
shirr,whits,shirr whirr whirs whips whits,-0.010727509778357236,3
lunes,lurid,lunes lutes luted lured lurid,-0.010727509778357236,3
tufty,tunes,tufty tufts tufas tunas tunes,-0.010727509778357236,3
nones,coded,nones zones cones coned coded,-0.010727509778357236,3
eased,cawed,eased cased caged caned cawed,-0.010727509778357236,2
shier,spins,shier spier spies spics spins,-0.010727509778357236,3
gluer,clues,gluer bluer blued blues clues,-0.010727509778357236,2
baldy,pally,baldy balky balmy palmy pally,-0.010727509778357236,2
piney,wired,piney winey wined wised wired,-0.010727509778357236,3
laced,lures,laced laces lanes lunes lures,-0.010727509778357236,3
filly,bully,filly folly dolly dully bully,-0.010727509778357236,2
dives,tines,dives dikes dines mines tines,-0.010727509778357236,2
ovens,avers,ovens overs overt avert avers,-0.010727509778357236,2
